simulation,routes,avg_waiting_time,avg_queue_time
1,['A47X'],1330.3324776531651,0.0
2,['A47X'],876.8365390830413,11.782883587787898
3,['A47X'],980.952993870454,0.0
4,['A47X'],865.8949609754281,0.0
5,['A47X'],670.1321350512383,0.0
6,['A47X'],501.4168581564529,0.0
7,['A47X'],833.7253260701794,0.1304536015123631
8,['A47X'],543.1733834878835,0.0
9,['A47X'],566.8102339563305,30.93294209497814
10,['A47X'],126.96970500273842,0.0
11,['A47X'],643.740172974119,0.0
12,['A47X'],1483.5367387864794,0.0
13,['A47X'],583.1295735623166,0.0
14,['A47X'],512.6697494730602,0.0
15,['A47X'],803.1180748040778,8.471486126284844
16,['A47X'],891.5655038073371,0.0
17,['A47X'],732.9067800358933,0.0
18,['A47X'],985.3022062521313,25.896837128296102
19,['A47X'],536.6751818875201,0.0
20,['A47X'],541.7308662095201,0.0
21,['A47X'],662.883093217401,0.0
22,['A47X'],354.47437548484623,0.0
23,['A47X'],585.357364136551,4.551027798174436
24,['A47X'],1457.8310906236266,0.0
25,['A47X'],492.88814189968485,8.686862532722747
26,['A47X'],1311.8317190617727,0.0
27,['A47X'],720.8824597019235,0.0
28,['A47X'],411.0690922289486,0.0
29,['A47X'],1097.829510461444,94.50535272902032
30,['A47X'],2552.581870601896,0.0
31,['A47X'],408.16171472049047,17.100409120221848
32,['A47X'],413.7966191657892,0.0
33,['A47X'],918.8354442534363,53.73703674457884
34,['A47X'],657.6696860411845,32.69442316619217
35,['A47X'],625.3777226881364,0.0
36,['A47X'],1349.8933829552218,137.9362373694421
37,['A47X'],702.725870548153,0.0
38,['A47X'],309.9375438726433,0.0
39,['A47X'],1196.0680784723786,0.0
40,['A47X'],706.8293968293136,0.0
41,['A47X'],637.1120950763066,33.80307049709308
42,['A47X'],666.1565777713879,100.26831989877188
43,['A47X'],1604.898436375025,0.0
44,['A47X'],661.7441199245011,0.0
45,['A47X'],838.7603004409712,0.0
46,['A47X'],744.3836226159104,59.49532183595083
47,['A47X'],780.3755215607628,0.0
48,['A47X'],635.3446711654034,0.0
49,['A47X'],363.50547359231706,9.164432817588542
50,['A47X'],807.9651639478899,0.0
51,['A47X'],1299.2404280002631,0.0
52,['A47X'],470.98030417763545,16.795364513819045
53,['A47X'],870.4164516040394,0.0
54,['A47X'],830.8301310300637,0.0
55,['A47X'],543.0973779818161,5.127002373408769
56,['A47X'],1244.4230282286283,168.4491167482951
57,['A47X'],649.9481954894748,0.0
58,['A47X'],646.3502153214047,0.0
59,['A47X'],769.3190716424432,0.0
60,['A47X'],589.0474040607361,0.0
61,['A47X'],1009.910107574051,0.0
62,['A47X'],891.7256840486896,1.8033446059613805
63,['A47X'],1167.9202226330833,0.0
64,['A47X'],932.512688315157,70.70917428845011
65,['A47X'],1114.4991796249114,28.81754313675801
66,['A47X'],1268.3690313688585,0.0
67,['A47X'],566.81539093561,0.0
68,['A47X'],626.6842763110425,48.52776693534324
69,['A47X'],595.2800229640393,23.308203358956884
70,['A47X'],361.7756031250395,0.0
71,['A47X'],1942.2069185665455,0.0
72,['A47X'],547.1338160010978,8.808465245961917
73,['A47X'],636.0295111087099,0.0
74,['A47X'],788.8012902569563,0.0
75,['A47X'],714.5560386542699,0.0
76,['A47X'],688.8320786457497,0.0
77,['A47X'],515.4495060336502,6.214560266421486
78,['A47X'],583.6076686518452,0.0
79,['A47X'],1358.7092414498934,0.0
80,['A47X'],1083.7531504486733,0.0
81,['A47X'],588.0260119961258,15.406777112132724
82,['A47X'],902.0481130507571,0.0
83,['A47X'],798.8985694071991,0.0
84,['A47X'],499.2132124356333,0.0
85,['A47X'],830.7902814773412,0.0
86,['A47X'],1271.5854638226228,123.01806070511172
87,['A47X'],1010.4877757348065,0.0
88,['A47X'],688.8784362264831,0.0
89,['A47X'],557.8495097358954,86.46127957700796
90,['A47X'],413.52040160176995,0.0
91,['A47X'],1472.1360784144324,0.0
92,['A47X'],698.5187731929641,30.285029566017915
93,['A47X'],587.6070822636785,37.644538028894196
94,['A47X'],572.8235731798842,7.816930086505579
95,['A47X'],1741.3940315756015,0.0
96,['A47X'],1630.018422737179,74.44420165077076
97,['A47X'],569.1260530948226,35.875416931813504
98,['A47X'],1904.7867520834266,0.0
99,['A47X'],941.5994940896526,23.39082781730567
100,['A47X'],1169.9223066678933,35.43823282940017
