source_file,row_index,simulation,routes,avg_waiting_time,avg_queue_time,routes_list
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,48,49,['A47X'],972.3523583999696,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,49,50,['A47X'],1078.1180016872652,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,50,51,['A47X'],1225.027644348562,19.329220138999744,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,51,52,['A47X'],785.774555080167,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,52,53,['A47X'],722.7260932592434,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,53,54,['A47X'],717.712987701455,42.64655167035861,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,54,55,['A47X'],448.8127462221823,26.66620332834256,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,55,56,['A47X'],472.7921802204877,29.66859930014429,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,56,57,['A47X'],592.6624266367584,62.39008330524559,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,57,58,['A47X'],909.7970110229052,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,58,59,['A47X'],3264.8429649754053,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,59,60,['A47X'],1174.9004501934996,78.0348245423329,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,60,61,['A47X'],1128.874463974223,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,61,62,['A47X'],1068.6339006626472,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,62,63,['A47X'],856.116560450885,9.890434767806482,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,63,64,['A47X'],876.5365746459524,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,64,65,['A47X'],1826.5903648873816,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,65,66,['A47X'],809.8655287350314,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,66,67,['A47X'],574.0941936130088,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,67,68,['A47X'],897.3737620912774,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,68,69,['A47X'],703.3092333903529,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,69,70,['A47X'],1389.1928014198372,113.0265387217114,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,70,71,['A47X'],767.9175179534059,24.89030265863505,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,71,72,['A47X'],1013.5388021677788,63.63245809406135,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,72,73,['A47X'],1074.8971369032995,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,73,74,['A47X'],803.9498312101613,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,74,75,['A47X'],1130.0039751160484,20.04213553083382,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,75,76,['A47X'],506.5626918881234,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,76,77,['A47X'],581.7736548158349,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,77,78,['A47X'],539.1896800740642,26.30567443136137,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,78,79,['A47X'],1124.7260121733116,0.0,['A47X']
simulation_results_allocated_stop_437CE05BCFE6248C_morning_peak1.csv,79,80,['A47X'],2857.043970389073,0.0,['A47X']
