snapshot_ts,stop_id,route,direction,eta,eta_seq,data_timestamp,source_file
2025-11-05T06:14:52.643431+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:31:11+08:00,2,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:14:52.643431+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:42:16+08:00,3,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:16:57+08:00,1,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:29:56+08:00,2,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:41:02+08:00,3,2025-11-05T14:14:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:18:10+08:00,1,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:31:11+08:00,2,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:22.785201+00:00,B34F59A0270AEDA4,272A,O,2025-11-05T14:42:16+08:00,3,2025-11-05T14:14:15+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:52.860123+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:16:48+08:00,1,2025-11-05T14:15:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
2025-11-05T06:15:52.860123+00:00,3F24CFF9046300D9,272A,O,2025-11-05T14:29:55+08:00,2,2025-11-05T14:15:45+08:00,vibeCoding101/PartX_simulation/monitor_outputs_1hr/monitor_summary_20251105_070549.csv
