simulation,routes,avg_waiting_time,avg_queue_time
1,"['272A', '274P']",480.9812038304007,35.651727587871605
2,"['272A', '274P']",366.5205283655222,14.463519564438307
3,"['272A', '274P']",612.0349179287514,3.2351571288352634
4,"['272A', '274P']",562.2152099949295,3.8743580196920426
5,"['272A', '274P']",692.9068452973355,34.53637091711398
6,"['272A', '274P']",303.5839281996748,2.2166418102776158
7,"['272A', '274P']",438.1936066682516,3.917572480103009
8,"['272A', '274P']",351.3555439541143,3.5509511852113063
9,"['272A', '274P']",1095.0895542952069,2.768349098628455
10,"['272A', '274P']",375.53420484436697,0.9741032915724667
11,"['272A', '274P']",660.2823677468413,21.157573452694766
12,"['272A', '274P']",1248.016152057728,0.0675458188142026
13,"['272A', '274P']",380.2467398736399,6.939079933855823
14,"['272A', '274P']",298.8391480868809,9.308378498696433
15,"['272A', '274P']",368.135363370725,16.766363161220966
16,"['272A', '274P']",272.701485756833,10.468327412772988
17,"['272A', '274P']",599.4249753602348,5.879030840069609
18,"['272A', '274P']",470.14570238002807,2.387620515140033
19,"['272A', '274P']",392.5554600906404,8.86239845984634
20,"['272A', '274P']",633.7824130453297,15.468878558197275
21,"['272A', '274P']",509.33518794099075,24.484872046306197
22,"['272A', '274P']",299.57608241692736,8.368730949661206
23,"['272A', '274P']",1486.3980922820144,0.31805390958819824
24,"['272A', '274P']",363.15655093472543,7.1958711903616095
25,"['272A', '274P']",967.4561517470678,2.550724763904775
26,"['272A', '274P']",497.1874768506874,6.136188988668262
27,"['272A', '274P']",144.4854183444919,5.325558199005264
28,"['272A', '274P']",860.7822357646717,2.3660108778207936
29,"['272A', '274P']",420.3619317754085,46.74575267343394
30,"['272A', '274P']",445.5202501447528,17.048420530573882
31,"['272A', '274P']",398.67701085473107,11.652023149359389
32,"['272A', '274P']",594.3390838307072,37.477232201622904
33,"['272A', '274P']",289.0367722909341,3.4050722696373907
34,"['272A', '274P']",382.611031888166,5.6899261942718455
35,"['272A', '274P']",260.4390795581751,1.399160113679334
36,"['272A', '274P']",475.3222467676089,5.124357049987885
37,"['272A', '274P']",383.49178448285204,0.10671794065132677
38,"['272A', '274P']",572.7215017472149,5.547736981795885
39,"['272A', '274P']",838.1161020387763,5.897362360818176
40,"['272A', '274P']",421.34621676665796,7.926481283879731
41,"['272A', '274P']",299.2109203221807,9.018176947216716
42,"['272A', '274P']",433.22721602230047,4.62995301454579
43,"['272A', '274P']",598.6421404805977,7.265282512909879
44,"['272A', '274P']",265.11232404409776,2.359324867965667
45,"['272A', '274P']",128.7967056591562,1.393827844006493
46,"['272A', '274P']",421.28333137417894,15.02017396131862
47,"['272A', '274P']",744.8247289924727,4.405544763247219
48,"['272A', '274P']",419.4918524665332,30.547799491458196
49,"['272A', '274P']",372.54112080482645,26.809963225093362
50,"['272A', '274P']",281.6328326067496,7.786484997766925
51,"['272A', '274P']",697.5073527557447,25.38490105037416
52,"['272A', '274P']",436.2738614866368,29.995973235555805
53,"['272A', '274P']",460.7764479379767,2.695858997920389
54,"['272A', '274P']",141.54263355866766,0.5612684668769033
55,"['272A', '274P']",550.8509892162023,34.40722535989375
56,"['272A', '274P']",495.0159531837221,3.5212909894558337
57,"['272A', '274P']",433.1768743894947,16.58038775679403
58,"['272A', '274P']",292.92674173060647,9.627235785395383
59,"['272A', '274P']",610.6659901608534,10.65707254152042
60,"['272A', '274P']",429.1106054762108,5.97092126645248
61,"['272A', '274P']",568.6217196376965,0.6125844608114629
62,"['272A', '274P']",313.14500187255015,3.679240849150931
63,"['272A', '274P']",136.72217615832213,4.927422820362056
64,"['272A', '274P']",318.81885166887645,6.300177215294809
65,"['272A', '274P']",288.1279234519526,5.505577570096757
66,"['272A', '274P']",643.0176493269075,21.01123555900843
67,"['272A', '274P']",644.1805002251645,8.264712438315128
68,"['272A', '274P']",377.03144660193766,2.4506138317127175
69,"['272A', '274P']",224.75836348740543,11.828849419081616
70,"['272A', '274P']",654.6158488172723,11.188267519830704
71,"['272A', '274P']",571.652724575974,0.9179765391074549
72,"['272A', '274P']",474.8405081544375,4.56984379622149
73,"['272A', '274P']",357.59227394277474,15.332294908259943
74,"['272A', '274P']",244.54684069359325,14.29243605331908
75,"['272A', '274P']",231.23184359227514,6.273324233166847
76,"['272A', '274P']",1095.2861149735947,4.130969066717464
77,"['272A', '274P']",1023.9106037848384,5.469180063655301
78,"['272A', '274P']",690.290321801355,15.69923846393246
79,"['272A', '274P']",371.6827395129058,10.37999701204723
80,"['272A', '274P']",123.62594950515192,1.4741422781715336
81,"['272A', '274P']",311.47453336069304,2.039201602105527
82,"['272A', '274P']",500.25926215861557,12.047981356395212
83,"['272A', '274P']",665.7981692665137,8.600945099785756
84,"['272A', '274P']",341.87381539193393,9.574923557598433
85,"['272A', '274P']",489.8783512118455,11.414663040812025
86,"['272A', '274P']",374.2647820000383,28.840334949286767
87,"['272A', '274P']",469.97198601237505,4.343173961075311
88,"['272A', '274P']",213.46290742458882,5.720101310283533
89,"['272A', '274P']",319.27492395921143,26.098213693482457
90,"['272A', '274P']",512.5376124953353,15.87829681973072
91,"['272A', '274P']",661.8185120677247,11.293177779638805
92,"['272A', '274P']",646.5460741061719,3.86418622085905
93,"['272A', '274P']",1214.857731099751,0.43758305005633247
94,"['272A', '274P']",618.6746802937378,22.53423923545346
95,"['272A', '274P']",232.52552489624819,6.0841102136520915
96,"['272A', '274P']",272.24011938936997,2.127516278328509
97,"['272A', '274P']",406.45414506287256,4.830327840518072
98,"['272A', '274P']",112.55117412104816,1.1016099601918263
