snapshot_ts,route,3F24CFF9046300D9,B34F59A0270AEDA4,eta_A,eta_B,delta_s
2025-11-03 22:52:44.867900+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:52:44.867900+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:53:15.107430+00:00,272A,2025-11-04 06:58:54+08:00,2025-11-04 07:00:30+08:00,2025-11-04 06:58:54+08:00,2025-11-04 07:00:30+08:00,96.0
2025-11-03 22:53:15.107430+00:00,274,2025-11-04 07:09:30+08:00,2025-11-04 07:10:45+08:00,2025-11-04 07:09:30+08:00,2025-11-04 07:10:45+08:00,75.0
2025-11-03 22:53:15.107430+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:53:15.107430+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:53:45.200076+00:00,272A,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,97.0
2025-11-03 22:53:45.200076+00:00,274,2025-11-04 07:10:27+08:00,2025-11-04 07:11:43+08:00,2025-11-04 07:10:27+08:00,2025-11-04 07:11:43+08:00,76.0
2025-11-03 22:53:45.200076+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:53:45.200076+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:54:15.391494+00:00,272A,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,97.0
2025-11-03 22:54:15.391494+00:00,274,2025-11-04 07:10:27+08:00,2025-11-04 07:11:43+08:00,2025-11-04 07:10:27+08:00,2025-11-04 07:11:43+08:00,76.0
2025-11-03 22:54:15.391494+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:54:15.391494+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:54:45.536106+00:00,272A,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,97.0
2025-11-03 22:54:45.536106+00:00,274,2025-11-04 07:10:25+08:00,2025-11-04 07:11:43+08:00,2025-11-04 07:10:25+08:00,2025-11-04 07:11:43+08:00,78.0
2025-11-03 22:54:45.536106+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:54:45.536106+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:55:15.670361+00:00,272A,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,97.0
2025-11-03 22:55:15.670361+00:00,274,2025-11-04 07:10:25+08:00,2025-11-04 07:11:41+08:00,2025-11-04 07:10:25+08:00,2025-11-04 07:11:41+08:00,76.0
2025-11-03 22:55:15.670361+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:55:15.670361+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:55:45.856510+00:00,272A,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:58:44+08:00,2025-11-04 07:00:21+08:00,97.0
2025-11-03 22:55:45.856510+00:00,274,2025-11-04 07:10:25+08:00,2025-11-04 07:11:41+08:00,2025-11-04 07:10:25+08:00,2025-11-04 07:11:41+08:00,76.0
2025-11-03 22:55:45.856510+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:55:45.856510+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:56:16.024251+00:00,272A,2025-11-04 06:59:00+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:59:00+08:00,2025-11-04 07:00:21+08:00,81.0
2025-11-03 22:56:16.024251+00:00,274,2025-11-04 07:11:00+08:00,2025-11-04 07:11:41+08:00,2025-11-04 07:11:00+08:00,2025-11-04 07:11:41+08:00,41.0
2025-11-03 22:56:16.024251+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:56:16.024251+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:56:46.197196+00:00,272A,2025-11-04 06:59:00+08:00,2025-11-04 07:00:21+08:00,2025-11-04 06:59:00+08:00,2025-11-04 07:00:21+08:00,81.0
2025-11-03 22:56:46.197196+00:00,274,2025-11-04 07:11:00+08:00,2025-11-04 07:11:41+08:00,2025-11-04 07:11:00+08:00,2025-11-04 07:11:41+08:00,41.0
2025-11-03 22:56:46.197196+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:56:46.197196+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:57:16.305589+00:00,272A,2025-11-04 06:59:00+08:00,2025-11-04 07:00:35+08:00,2025-11-04 06:59:00+08:00,2025-11-04 07:00:35+08:00,95.0
2025-11-03 22:57:16.305589+00:00,274,2025-11-04 07:11:00+08:00,2025-11-04 07:12:34+08:00,2025-11-04 07:11:00+08:00,2025-11-04 07:12:34+08:00,94.0
2025-11-03 22:57:16.305589+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:57:16.305589+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:57:46.513299+00:00,272A,2025-11-04 06:58:59+08:00,2025-11-04 07:00:35+08:00,2025-11-04 06:58:59+08:00,2025-11-04 07:00:35+08:00,96.0
2025-11-03 22:57:46.513299+00:00,274,2025-11-04 07:11:47+08:00,2025-11-04 07:12:34+08:00,2025-11-04 07:11:47+08:00,2025-11-04 07:12:34+08:00,47.0
2025-11-03 22:57:46.513299+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:57:46.513299+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:58:16.684969+00:00,272A,2025-11-04 06:58:59+08:00,2025-11-04 07:00:57+08:00,2025-11-04 06:58:59+08:00,2025-11-04 07:00:57+08:00,118.0
2025-11-03 22:58:16.684969+00:00,274,2025-11-04 07:11:47+08:00,2025-11-04 07:13:31+08:00,2025-11-04 07:11:47+08:00,2025-11-04 07:13:31+08:00,104.0
2025-11-03 22:58:16.684969+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:58:16.684969+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:58:46.834737+00:00,272A,2025-11-04 06:58:59+08:00,2025-11-04 07:00:57+08:00,2025-11-04 06:58:59+08:00,2025-11-04 07:00:57+08:00,118.0
2025-11-03 22:58:46.834737+00:00,274,2025-11-04 07:11:47+08:00,2025-11-04 07:13:31+08:00,2025-11-04 07:11:47+08:00,2025-11-04 07:13:31+08:00,104.0
2025-11-03 22:58:46.834737+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:58:46.834737+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:59:16.981373+00:00,272A,2025-11-04 06:59:28+08:00,2025-11-04 07:01:05+08:00,2025-11-04 06:59:28+08:00,2025-11-04 07:01:05+08:00,97.0
2025-11-03 22:59:16.981373+00:00,274,2025-11-04 07:11:54+08:00,2025-11-04 07:13:10+08:00,2025-11-04 07:11:54+08:00,2025-11-04 07:13:10+08:00,76.0
2025-11-03 22:59:16.981373+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:59:16.981373+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 22:59:47.210116+00:00,274,2025-11-04 07:11:54+08:00,2025-11-04 07:13:10+08:00,2025-11-04 07:11:54+08:00,2025-11-04 07:13:10+08:00,76.0
2025-11-03 22:59:47.210116+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 22:59:47.210116+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:00:17.330218+00:00,274,2025-11-04 07:11:38+08:00,2025-11-04 07:12:53+08:00,2025-11-04 07:11:38+08:00,2025-11-04 07:12:53+08:00,75.0
2025-11-03 23:00:17.330218+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 23:00:17.330218+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:00:47.499910+00:00,274,2025-11-04 07:11:38+08:00,2025-11-04 07:12:53+08:00,2025-11-04 07:11:38+08:00,2025-11-04 07:12:53+08:00,75.0
2025-11-03 23:00:47.499910+00:00,274P,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,2025-11-04 07:24:46+08:00,2025-11-04 07:25:50+08:00,64.0
2025-11-03 23:00:47.499910+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:01:17.649767+00:00,272A,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,129.0
2025-11-03 23:01:17.649767+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,76.0
2025-11-03 23:01:17.649767+00:00,274P,2025-11-04 07:24:59+08:00,2025-11-04 07:26:03+08:00,2025-11-04 07:24:59+08:00,2025-11-04 07:26:03+08:00,64.0
2025-11-03 23:01:17.649767+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:01:47.812421+00:00,272A,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,129.0
2025-11-03 23:01:47.812421+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,76.0
2025-11-03 23:01:47.812421+00:00,274P,2025-11-04 07:24:59+08:00,2025-11-04 07:26:03+08:00,2025-11-04 07:24:59+08:00,2025-11-04 07:26:03+08:00,64.0
2025-11-03 23:01:47.812421+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:02:17.953424+00:00,274,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,75.0
2025-11-03 23:02:17.953424+00:00,274P,2025-11-04 07:24:52+08:00,2025-11-04 07:25:57+08:00,2025-11-04 07:24:52+08:00,2025-11-04 07:25:57+08:00,65.0
2025-11-03 23:02:17.953424+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:02:48.130154+00:00,272A,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,2025-11-04 07:15:55+08:00,2025-11-04 07:18:04+08:00,129.0
2025-11-03 23:02:48.130154+00:00,274,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,75.0
2025-11-03 23:02:48.130154+00:00,274P,2025-11-04 07:24:52+08:00,2025-11-04 07:25:57+08:00,2025-11-04 07:24:52+08:00,2025-11-04 07:25:57+08:00,65.0
2025-11-03 23:02:48.130154+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:03:18.245614+00:00,272A,2025-11-04 07:16:56+08:00,2025-11-04 07:19:06+08:00,2025-11-04 07:16:56+08:00,2025-11-04 07:19:06+08:00,130.0
2025-11-03 23:03:18.245614+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:09+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:09+08:00,75.0
2025-11-03 23:03:18.245614+00:00,274P,2025-11-04 07:24:56+08:00,2025-11-04 07:26:01+08:00,2025-11-04 07:24:56+08:00,2025-11-04 07:26:01+08:00,65.0
2025-11-03 23:03:18.245614+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:03:48.405533+00:00,272A,2025-11-04 07:16:56+08:00,2025-11-04 07:19:06+08:00,2025-11-04 07:16:56+08:00,2025-11-04 07:19:06+08:00,130.0
2025-11-03 23:03:48.405533+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:09+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:09+08:00,75.0
2025-11-03 23:03:48.405533+00:00,274P,2025-11-04 07:24:56+08:00,2025-11-04 07:26:01+08:00,2025-11-04 07:24:56+08:00,2025-11-04 07:26:01+08:00,65.0
2025-11-03 23:03:48.405533+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:04:18.564710+00:00,272A,2025-11-04 07:16:55+08:00,2025-11-04 07:19:06+08:00,2025-11-04 07:16:55+08:00,2025-11-04 07:19:06+08:00,131.0
2025-11-03 23:04:18.564710+00:00,274,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,75.0
2025-11-03 23:04:18.564710+00:00,274P,2025-11-04 07:25:31+08:00,2025-11-04 07:26:35+08:00,2025-11-04 07:25:31+08:00,2025-11-04 07:26:35+08:00,64.0
2025-11-03 23:04:18.564710+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:04:48.751962+00:00,272A,2025-11-04 07:16:55+08:00,2025-11-04 07:19:06+08:00,2025-11-04 07:16:55+08:00,2025-11-04 07:19:06+08:00,131.0
2025-11-03 23:04:48.751962+00:00,274,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:55+08:00,2025-11-04 07:12:10+08:00,75.0
2025-11-03 23:04:48.751962+00:00,274P,2025-11-04 07:25:31+08:00,2025-11-04 07:26:35+08:00,2025-11-04 07:25:31+08:00,2025-11-04 07:26:35+08:00,64.0
2025-11-03 23:04:48.751962+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:05:18.926394+00:00,272A,2025-11-04 07:17:12+08:00,2025-11-04 07:19:23+08:00,2025-11-04 07:17:12+08:00,2025-11-04 07:19:23+08:00,131.0
2025-11-03 23:05:18.926394+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,76.0
2025-11-03 23:05:18.926394+00:00,274P,2025-11-04 07:24:38+08:00,2025-11-04 07:25:42+08:00,2025-11-04 07:24:38+08:00,2025-11-04 07:25:42+08:00,64.0
2025-11-03 23:05:18.926394+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:05:49.141506+00:00,272A,2025-11-04 07:17:12+08:00,2025-11-04 07:19:23+08:00,2025-11-04 07:17:12+08:00,2025-11-04 07:19:23+08:00,131.0
2025-11-03 23:05:49.141506+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:10+08:00,76.0
2025-11-03 23:05:49.141506+00:00,274P,2025-11-04 07:24:38+08:00,2025-11-04 07:25:42+08:00,2025-11-04 07:24:38+08:00,2025-11-04 07:25:42+08:00,64.0
2025-11-03 23:05:49.141506+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:06:19.286901+00:00,272A,2025-11-04 07:17:12+08:00,2025-11-04 07:19:07+08:00,2025-11-04 07:17:12+08:00,2025-11-04 07:19:07+08:00,115.0
2025-11-03 23:06:19.286901+00:00,274,2025-11-04 07:10:54+08:00,2025-11-04 07:12:13+08:00,2025-11-04 07:10:54+08:00,2025-11-04 07:12:13+08:00,79.0
2025-11-03 23:06:19.286901+00:00,274P,2025-11-04 07:24:38+08:00,2025-11-04 07:25:12+08:00,2025-11-04 07:24:38+08:00,2025-11-04 07:25:12+08:00,34.0
2025-11-03 23:06:19.286901+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:06:49.405613+00:00,272A,2025-11-04 07:16:57+08:00,2025-11-04 07:19:07+08:00,2025-11-04 07:16:57+08:00,2025-11-04 07:19:07+08:00,130.0
2025-11-03 23:06:49.405613+00:00,274,2025-11-04 07:11:00+08:00,2025-11-04 07:12:13+08:00,2025-11-04 07:11:00+08:00,2025-11-04 07:12:13+08:00,73.0
2025-11-03 23:06:49.405613+00:00,274P,2025-11-04 07:24:10+08:00,2025-11-04 07:25:12+08:00,2025-11-04 07:24:10+08:00,2025-11-04 07:25:12+08:00,62.0
2025-11-03 23:06:49.405613+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:07:19.531618+00:00,272A,2025-11-04 07:16:57+08:00,2025-11-04 07:19:11+08:00,2025-11-04 07:16:57+08:00,2025-11-04 07:19:11+08:00,134.0
2025-11-03 23:07:19.531618+00:00,274,2025-11-04 07:11:00+08:00,2025-11-04 07:12:18+08:00,2025-11-04 07:11:00+08:00,2025-11-04 07:12:18+08:00,78.0
2025-11-03 23:07:19.531618+00:00,274P,2025-11-04 07:24:10+08:00,2025-11-04 07:25:12+08:00,2025-11-04 07:24:10+08:00,2025-11-04 07:25:12+08:00,62.0
2025-11-03 23:07:19.531618+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:07:49.685066+00:00,272A,2025-11-04 07:16:27+08:00,2025-11-04 07:19:11+08:00,2025-11-04 07:16:27+08:00,2025-11-04 07:19:11+08:00,164.0
2025-11-03 23:07:49.685066+00:00,274,2025-11-04 07:11:03+08:00,2025-11-04 07:12:18+08:00,2025-11-04 07:11:03+08:00,2025-11-04 07:12:18+08:00,75.0
2025-11-03 23:07:49.685066+00:00,274P,2025-11-04 07:24:29+08:00,2025-11-04 07:25:12+08:00,2025-11-04 07:24:29+08:00,2025-11-04 07:25:12+08:00,43.0
2025-11-03 23:07:49.685066+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:08:19.803164+00:00,272A,2025-11-04 07:16:27+08:00,2025-11-04 07:18:34+08:00,2025-11-04 07:16:27+08:00,2025-11-04 07:18:34+08:00,127.0
2025-11-03 23:08:19.803164+00:00,274,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,76.0
2025-11-03 23:08:19.803164+00:00,274P,2025-11-04 07:24:29+08:00,2025-11-04 07:25:24+08:00,2025-11-04 07:24:29+08:00,2025-11-04 07:25:24+08:00,55.0
2025-11-03 23:08:19.803164+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:08:49.987108+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:08:49.987108+00:00,274,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,76.0
2025-11-03 23:08:49.987108+00:00,274P,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,64.0
2025-11-03 23:08:49.987108+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:09:20.137161+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:09:20.137161+00:00,274,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,76.0
2025-11-03 23:09:20.137161+00:00,274P,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,64.0
2025-11-03 23:09:20.137161+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:09:50.329542+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:09:50.329542+00:00,274,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,2025-11-04 07:11:03+08:00,2025-11-04 07:12:19+08:00,76.0
2025-11-03 23:09:50.329542+00:00,274P,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,2025-11-04 07:24:13+08:00,2025-11-04 07:25:17+08:00,64.0
2025-11-03 23:09:50.329542+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:10:20.417329+00:00,272A,2025-11-04 07:15:54+08:00,2025-11-04 07:18:04+08:00,2025-11-04 07:15:54+08:00,2025-11-04 07:18:04+08:00,130.0
2025-11-03 23:10:20.417329+00:00,274,2025-11-04 07:11:07+08:00,2025-11-04 07:12:22+08:00,2025-11-04 07:11:07+08:00,2025-11-04 07:12:22+08:00,75.0
2025-11-03 23:10:20.417329+00:00,274P,2025-11-04 07:24:35+08:00,2025-11-04 07:25:39+08:00,2025-11-04 07:24:35+08:00,2025-11-04 07:25:39+08:00,64.0
2025-11-03 23:10:20.417329+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:10:50.965463+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:10:50.965463+00:00,274,2025-11-04 07:11:32+08:00,2025-11-04 07:12:47+08:00,2025-11-04 07:11:32+08:00,2025-11-04 07:12:47+08:00,75.0
2025-11-03 23:10:50.965463+00:00,274P,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,64.0
2025-11-03 23:10:50.965463+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:11:21.117493+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:11:21.117493+00:00,274,2025-11-04 07:11:32+08:00,2025-11-04 07:12:47+08:00,2025-11-04 07:11:32+08:00,2025-11-04 07:12:47+08:00,75.0
2025-11-03 23:11:21.117493+00:00,274P,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,64.0
2025-11-03 23:11:21.117493+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:11:51.292779+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
