snapshot_ts,route,3F24CFF9046300D9,B34F59A0270AEDA4,eta_A,eta_B,delta_s
2025-11-03 23:11:51.292779+00:00,274P,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,64.0
2025-11-03 23:11:51.292779+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:12:21.388249+00:00,272A,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,2025-11-04 07:16:07+08:00,2025-11-04 07:18:17+08:00,130.0
2025-11-03 23:12:21.388249+00:00,274P,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:24:07+08:00,2025-11-04 07:25:11+08:00,64.0
2025-11-03 23:12:21.388249+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:12:51.480051+00:00,272A,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,131.0
2025-11-03 23:12:51.480051+00:00,274P,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,64.0
2025-11-03 23:12:51.480051+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:13:21.653916+00:00,272A,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,131.0
2025-11-03 23:13:21.653916+00:00,274P,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,64.0
2025-11-03 23:13:21.653916+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:13:51.795495+00:00,272A,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,2025-11-04 07:16:11+08:00,2025-11-04 07:18:22+08:00,131.0
2025-11-03 23:13:51.795495+00:00,274P,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,2025-11-04 07:24:26+08:00,2025-11-04 07:25:30+08:00,64.0
2025-11-03 23:13:51.795495+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:14:21.916675+00:00,272A,2025-11-04 07:16:08+08:00,2025-11-04 07:18:18+08:00,2025-11-04 07:16:08+08:00,2025-11-04 07:18:18+08:00,130.0
2025-11-03 23:14:21.916675+00:00,274P,2025-11-04 07:24:52+08:00,2025-11-04 07:25:56+08:00,2025-11-04 07:24:52+08:00,2025-11-04 07:25:56+08:00,64.0
2025-11-03 23:14:21.916675+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:14:52.144141+00:00,272A,2025-11-04 07:16:08+08:00,2025-11-04 07:18:18+08:00,2025-11-04 07:16:08+08:00,2025-11-04 07:18:18+08:00,130.0
2025-11-03 23:14:52.144141+00:00,274P,2025-11-04 07:24:52+08:00,2025-11-04 07:25:56+08:00,2025-11-04 07:24:52+08:00,2025-11-04 07:25:56+08:00,64.0
2025-11-03 23:14:52.144141+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:15:22.279661+00:00,272A,2025-11-04 07:16:08+08:00,2025-11-04 07:18:15+08:00,2025-11-04 07:16:08+08:00,2025-11-04 07:18:15+08:00,127.0
2025-11-03 23:15:22.279661+00:00,274P,2025-11-04 07:24:52+08:00,2025-11-04 07:26:07+08:00,2025-11-04 07:24:52+08:00,2025-11-04 07:26:07+08:00,75.0
2025-11-03 23:15:22.279661+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:15:52.428974+00:00,272A,2025-11-04 07:15:59+08:00,2025-11-04 07:18:15+08:00,2025-11-04 07:15:59+08:00,2025-11-04 07:18:15+08:00,136.0
2025-11-03 23:15:52.428974+00:00,274P,2025-11-04 07:24:54+08:00,2025-11-04 07:26:07+08:00,2025-11-04 07:24:54+08:00,2025-11-04 07:26:07+08:00,73.0
2025-11-03 23:15:52.428974+00:00,65X,2025-11-04 08:12:50+08:00,2025-11-04 08:13:21+08:00,2025-11-04 08:12:50+08:00,2025-11-04 08:13:21+08:00,31.0
2025-11-03 23:15:52.428974+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:16:22.564240+00:00,274P,2025-11-04 07:24:54+08:00,2025-11-04 07:25:42+08:00,2025-11-04 07:24:54+08:00,2025-11-04 07:25:42+08:00,48.0
2025-11-03 23:16:22.564240+00:00,65X,2025-11-04 08:12:50+08:00,2025-11-04 08:13:40+08:00,2025-11-04 08:12:50+08:00,2025-11-04 08:13:40+08:00,50.0
2025-11-03 23:16:22.564240+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:16:52.697185+00:00,274P,2025-11-04 07:24:54+08:00,2025-11-04 07:25:42+08:00,2025-11-04 07:24:54+08:00,2025-11-04 07:25:42+08:00,48.0
2025-11-03 23:16:52.697185+00:00,65X,2025-11-04 08:12:50+08:00,2025-11-04 08:13:40+08:00,2025-11-04 08:12:50+08:00,2025-11-04 08:13:40+08:00,50.0
2025-11-03 23:16:52.697185+00:00,82D,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,2025-11-04 07:18:42+08:00,2025-11-04 07:20:02+08:00,80.0
2025-11-03 23:17:22.785637+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:17:22.785637+00:00,274P,2025-11-04 07:22:58+08:00,2025-11-04 07:24:02+08:00,2025-11-04 07:22:58+08:00,2025-11-04 07:24:02+08:00,64.0
2025-11-03 23:17:22.785637+00:00,65X,2025-11-04 08:13:30+08:00,2025-11-04 08:14:17+08:00,2025-11-04 08:13:30+08:00,2025-11-04 08:14:17+08:00,47.0
2025-11-03 23:17:22.785637+00:00,82D,2025-11-04 07:18:51+08:00,2025-11-04 07:20:10+08:00,2025-11-04 07:18:51+08:00,2025-11-04 07:20:10+08:00,79.0
2025-11-03 23:17:53.000775+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:17:53.000775+00:00,274P,2025-11-04 07:23:58+08:00,2025-11-04 07:24:02+08:00,2025-11-04 07:23:58+08:00,2025-11-04 07:24:02+08:00,4.0
2025-11-03 23:17:53.000775+00:00,65X,2025-11-04 08:13:04+08:00,2025-11-04 08:14:17+08:00,2025-11-04 08:13:04+08:00,2025-11-04 08:14:17+08:00,73.0
2025-11-03 23:17:53.000775+00:00,82D,2025-11-04 07:18:59+08:00,2025-11-04 07:20:10+08:00,2025-11-04 07:18:59+08:00,2025-11-04 07:20:10+08:00,71.0
2025-11-03 23:18:23.198399+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:18:23.198399+00:00,274P,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,94.0
2025-11-03 23:18:23.198399+00:00,65X,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,77.0
2025-11-03 23:18:23.198399+00:00,82D,2025-11-04 07:18:59+08:00,2025-11-04 07:20:34+08:00,2025-11-04 07:18:59+08:00,2025-11-04 07:20:34+08:00,95.0
2025-11-03 23:18:53.401494+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:18:53.401494+00:00,274P,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,94.0
2025-11-03 23:18:53.401494+00:00,65X,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,77.0
2025-11-03 23:18:53.401494+00:00,82D,2025-11-04 07:18:59+08:00,2025-11-04 07:20:34+08:00,2025-11-04 07:18:59+08:00,2025-11-04 07:20:34+08:00,95.0
2025-11-03 23:19:23.527739+00:00,272A,2025-11-04 07:24:20+08:00,2025-11-04 07:26:35+08:00,2025-11-04 07:24:20+08:00,2025-11-04 07:26:35+08:00,135.0
2025-11-03 23:19:23.527739+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:19:23.527739+00:00,274P,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,2025-11-04 07:23:58+08:00,2025-11-04 07:25:32+08:00,94.0
2025-11-03 23:19:23.527739+00:00,65X,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:13:04+08:00,2025-11-04 08:14:21+08:00,77.0
2025-11-03 23:19:53.648639+00:00,272A,2025-11-04 07:24:28+08:00,2025-11-04 07:26:38+08:00,2025-11-04 07:24:28+08:00,2025-11-04 07:26:38+08:00,130.0
2025-11-03 23:19:53.648639+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:19:53.648639+00:00,274P,2025-11-04 07:25:11+08:00,2025-11-04 07:26:15+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:26:15+08:00,64.0
2025-11-03 23:19:53.648639+00:00,65X,2025-11-04 08:14:57+08:00,2025-11-04 08:15:44+08:00,2025-11-04 08:14:57+08:00,2025-11-04 08:15:44+08:00,47.0
2025-11-03 23:19:53.648639+00:00,82D,2025-11-04 07:19:56+08:00,2025-11-04 07:21:15+08:00,2025-11-04 07:19:56+08:00,2025-11-04 07:21:15+08:00,79.0
2025-11-03 23:20:23.886022+00:00,272A,2025-11-04 07:24:28+08:00,2025-11-04 07:26:33+08:00,2025-11-04 07:24:28+08:00,2025-11-04 07:26:33+08:00,125.0
2025-11-03 23:20:23.886022+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:20:23.886022+00:00,274P,2025-11-04 07:25:11+08:00,2025-11-04 07:26:12+08:00,2025-11-04 07:25:11+08:00,2025-11-04 07:26:12+08:00,61.0
2025-11-03 23:20:23.886022+00:00,65X,2025-11-04 08:14:57+08:00,2025-11-04 08:15:57+08:00,2025-11-04 08:14:57+08:00,2025-11-04 08:15:57+08:00,60.0
2025-11-03 23:20:54.063378+00:00,272A,2025-11-04 07:24:21+08:00,2025-11-04 07:26:33+08:00,2025-11-04 07:24:21+08:00,2025-11-04 07:26:33+08:00,132.0
2025-11-03 23:20:54.063378+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:20:54.063378+00:00,274P,2025-11-04 07:25:25+08:00,2025-11-04 07:26:12+08:00,2025-11-04 07:25:25+08:00,2025-11-04 07:26:12+08:00,47.0
2025-11-03 23:20:54.063378+00:00,65X,2025-11-04 08:15:11+08:00,2025-11-04 08:15:57+08:00,2025-11-04 08:15:11+08:00,2025-11-04 08:15:57+08:00,46.0
2025-11-03 23:21:24.196220+00:00,272A,2025-11-04 07:24:21+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:24:21+08:00,2025-11-04 07:26:30+08:00,129.0
2025-11-03 23:21:24.196220+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:21:24.196220+00:00,274P,2025-11-04 07:25:25+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:25:25+08:00,2025-11-04 07:26:30+08:00,65.0
2025-11-03 23:21:54.385803+00:00,272A,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,130.0
2025-11-03 23:21:54.385803+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:21:54.385803+00:00,274P,2025-11-04 07:25:26+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:25:26+08:00,2025-11-04 07:26:30+08:00,64.0
2025-11-03 23:21:54.385803+00:00,65X,2025-11-04 08:12:33+08:00,2025-11-04 08:13:19+08:00,2025-11-04 08:12:33+08:00,2025-11-04 08:13:19+08:00,46.0
2025-11-03 23:22:24.532361+00:00,272A,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,130.0
2025-11-03 23:22:24.532361+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:22:24.532361+00:00,274P,2025-11-04 07:25:26+08:00,2025-11-04 07:26:32+08:00,2025-11-04 07:25:26+08:00,2025-11-04 07:26:32+08:00,66.0
2025-11-03 23:22:24.532361+00:00,65X,2025-11-04 08:12:33+08:00,2025-11-04 08:13:35+08:00,2025-11-04 08:12:33+08:00,2025-11-04 08:13:35+08:00,62.0
2025-11-03 23:22:54.675546+00:00,272A,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,2025-11-04 07:24:20+08:00,2025-11-04 07:26:30+08:00,130.0
2025-11-03 23:22:54.675546+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:22:54.675546+00:00,274P,2025-11-04 07:25:26+08:00,2025-11-04 07:26:32+08:00,2025-11-04 07:25:26+08:00,2025-11-04 07:26:32+08:00,66.0
2025-11-03 23:22:54.675546+00:00,65X,2025-11-04 08:12:33+08:00,2025-11-04 08:13:35+08:00,2025-11-04 08:12:33+08:00,2025-11-04 08:13:35+08:00,62.0
2025-11-03 23:23:24.904789+00:00,272A,2025-11-04 07:23:57+08:00,2025-11-04 07:26:07+08:00,2025-11-04 07:23:57+08:00,2025-11-04 07:26:07+08:00,130.0
2025-11-03 23:23:24.904789+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:23:24.904789+00:00,274P,2025-11-04 07:25:29+08:00,2025-11-04 07:26:34+08:00,2025-11-04 07:25:29+08:00,2025-11-04 07:26:34+08:00,65.0
2025-11-03 23:23:24.904789+00:00,65X,2025-11-04 08:12:57+08:00,2025-11-04 08:13:43+08:00,2025-11-04 08:12:57+08:00,2025-11-04 08:13:43+08:00,46.0
2025-11-03 23:23:55.200201+00:00,272A,2025-11-04 07:23:57+08:00,2025-11-04 07:26:07+08:00,2025-11-04 07:23:57+08:00,2025-11-04 07:26:07+08:00,130.0
2025-11-03 23:23:55.200201+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:23:55.200201+00:00,274P,2025-11-04 07:25:29+08:00,2025-11-04 07:26:34+08:00,2025-11-04 07:25:29+08:00,2025-11-04 07:26:34+08:00,65.0
2025-11-03 23:23:55.200201+00:00,65X,2025-11-04 08:12:57+08:00,2025-11-04 08:13:43+08:00,2025-11-04 08:12:57+08:00,2025-11-04 08:13:43+08:00,46.0
2025-11-03 23:24:25.337560+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:24:25.337560+00:00,274P,2025-11-04 07:25:27+08:00,2025-11-04 07:26:34+08:00,2025-11-04 07:25:27+08:00,2025-11-04 07:26:34+08:00,67.0
2025-11-03 23:24:25.337560+00:00,65X,2025-11-04 08:13:16+08:00,2025-11-04 08:13:43+08:00,2025-11-04 08:13:16+08:00,2025-11-04 08:13:43+08:00,27.0
2025-11-03 23:24:55.519016+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:24:55.519016+00:00,274P,2025-11-04 07:25:27+08:00,2025-11-04 07:26:55+08:00,2025-11-04 07:25:27+08:00,2025-11-04 07:26:55+08:00,88.0
2025-11-03 23:24:55.519016+00:00,65X,2025-11-04 08:13:16+08:00,2025-11-04 08:13:59+08:00,2025-11-04 08:13:16+08:00,2025-11-04 08:13:59+08:00,43.0
2025-11-03 23:25:25.696085+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:25:25.696085+00:00,274P,2025-11-04 07:25:51+08:00,2025-11-04 07:26:55+08:00,2025-11-04 07:25:51+08:00,2025-11-04 07:26:55+08:00,64.0
2025-11-03 23:25:25.696085+00:00,65X,2025-11-04 08:13:13+08:00,2025-11-04 08:13:59+08:00,2025-11-04 08:13:13+08:00,2025-11-04 08:13:59+08:00,46.0
2025-11-03 23:25:56.207079+00:00,272A,2025-11-04 07:32:39+08:00,2025-11-04 07:34:49+08:00,2025-11-04 07:32:39+08:00,2025-11-04 07:34:49+08:00,130.0
2025-11-03 23:25:56.207079+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:25:56.207079+00:00,65X,2025-11-04 08:13:13+08:00,2025-11-04 08:13:59+08:00,2025-11-04 08:13:13+08:00,2025-11-04 08:13:59+08:00,46.0
2025-11-03 23:26:26.291820+00:00,272A,2025-11-04 07:32:17+08:00,2025-11-04 07:34:27+08:00,2025-11-04 07:32:17+08:00,2025-11-04 07:34:27+08:00,130.0
2025-11-03 23:26:26.291820+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:26:26.291820+00:00,65X,2025-11-04 08:13:29+08:00,2025-11-04 08:14:16+08:00,2025-11-04 08:13:29+08:00,2025-11-04 08:14:16+08:00,47.0
2025-11-03 23:26:56.651990+00:00,272A,2025-11-04 07:32:17+08:00,2025-11-04 07:34:27+08:00,2025-11-04 07:32:17+08:00,2025-11-04 07:34:27+08:00,130.0
2025-11-03 23:26:56.651990+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:26:56.651990+00:00,65X,2025-11-04 08:13:29+08:00,2025-11-04 08:14:16+08:00,2025-11-04 08:13:29+08:00,2025-11-04 08:14:16+08:00,47.0
2025-11-03 23:27:26.838810+00:00,272A,2025-11-04 07:32:37+08:00,2025-11-04 07:34:27+08:00,2025-11-04 07:32:37+08:00,2025-11-04 07:34:27+08:00,110.0
2025-11-03 23:27:26.838810+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:27:26.838810+00:00,65X,2025-11-04 08:13:35+08:00,2025-11-04 08:14:16+08:00,2025-11-04 08:13:35+08:00,2025-11-04 08:14:16+08:00,41.0
2025-11-03 23:27:56.974140+00:00,272A,2025-11-04 07:32:30+08:00,2025-11-04 07:34:38+08:00,2025-11-04 07:32:30+08:00,2025-11-04 07:34:38+08:00,128.0
2025-11-03 23:27:56.974140+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:27:56.974140+00:00,65X,2025-11-04 08:13:36+08:00,2025-11-04 08:14:23+08:00,2025-11-04 08:13:36+08:00,2025-11-04 08:14:23+08:00,47.0
2025-11-03 23:28:27.151825+00:00,272A,2025-11-04 07:32:30+08:00,2025-11-04 07:34:38+08:00,2025-11-04 07:32:30+08:00,2025-11-04 07:34:38+08:00,128.0
2025-11-03 23:28:27.151825+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:28:27.151825+00:00,65X,2025-11-04 08:13:36+08:00,2025-11-04 08:14:23+08:00,2025-11-04 08:13:36+08:00,2025-11-04 08:14:23+08:00,47.0
2025-11-03 23:28:57.264567+00:00,272A,2025-11-04 07:32:35+08:00,2025-11-04 07:34:38+08:00,2025-11-04 07:32:35+08:00,2025-11-04 07:34:38+08:00,123.0
2025-11-03 23:28:57.264567+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:28:57.264567+00:00,65X,2025-11-04 08:13:35+08:00,2025-11-04 08:14:23+08:00,2025-11-04 08:13:35+08:00,2025-11-04 08:14:23+08:00,48.0
2025-11-03 23:29:27.405101+00:00,272A,2025-11-04 07:32:35+08:00,2025-11-04 07:35:12+08:00,2025-11-04 07:32:35+08:00,2025-11-04 07:35:12+08:00,157.0
2025-11-03 23:29:27.405101+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:29:27.405101+00:00,65X,2025-11-04 08:13:35+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:13:35+08:00,2025-11-04 08:14:33+08:00,58.0
2025-11-03 23:29:57.616303+00:00,272A,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,128.0
2025-11-03 23:29:57.616303+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:29:57.616303+00:00,65X,2025-11-04 08:13:53+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:13:53+08:00,2025-11-04 08:14:33+08:00,40.0
2025-11-03 23:30:27.789560+00:00,272A,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,128.0
2025-11-03 23:30:27.789560+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:30:27.789560+00:00,65X,2025-11-04 08:13:53+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:13:53+08:00,2025-11-04 08:14:33+08:00,40.0
2025-11-03 23:30:57.978003+00:00,272A,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,128.0
2025-11-03 23:30:57.978003+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:30:57.978003+00:00,65X,2025-11-04 08:14:21+08:00,2025-11-04 08:15:08+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:15:08+08:00,47.0
2025-11-03 23:31:28.151474+00:00,272A,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,2025-11-04 07:33:04+08:00,2025-11-04 07:35:12+08:00,128.0
2025-11-03 23:31:28.151474+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:31:28.151474+00:00,65X,2025-11-04 08:14:21+08:00,2025-11-04 08:15:08+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:15:08+08:00,47.0
2025-11-03 23:31:58.243268+00:00,272A,2025-11-04 07:33:04+08:00,2025-11-04 07:35:14+08:00,2025-11-04 07:33:04+08:00,2025-11-04 07:35:14+08:00,130.0
2025-11-03 23:31:58.243268+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:31:58.243268+00:00,65X,2025-11-04 08:14:21+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:21+08:00,2025-11-04 08:15:15+08:00,54.0
2025-11-03 23:32:28.365950+00:00,272A,2025-11-04 07:33:01+08:00,2025-11-04 07:35:14+08:00,2025-11-04 07:33:01+08:00,2025-11-04 07:35:14+08:00,133.0
2025-11-03 23:32:28.365950+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:32:28.365950+00:00,65X,2025-11-04 08:14:27+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:27+08:00,2025-11-04 08:15:15+08:00,48.0
2025-11-03 23:32:58.521397+00:00,272A,2025-11-04 07:33:01+08:00,2025-11-04 07:35:14+08:00,2025-11-04 07:33:01+08:00,2025-11-04 07:35:14+08:00,133.0
2025-11-03 23:32:58.521397+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:32:58.521397+00:00,65X,2025-11-04 08:14:27+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:27+08:00,2025-11-04 08:15:15+08:00,48.0
2025-11-03 23:33:28.853632+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:33:28.853632+00:00,65X,2025-11-04 08:14:27+08:00,2025-11-04 08:15:13+08:00,2025-11-04 08:14:27+08:00,2025-11-04 08:15:13+08:00,46.0
2025-11-03 23:33:58.987418+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:33:58.987418+00:00,65X,2025-11-04 08:14:27+08:00,2025-11-04 08:15:13+08:00,2025-11-04 08:14:27+08:00,2025-11-04 08:15:13+08:00,46.0
