stop_id,name_en,name_tc,latitude,longitude,google_maps_url
3F24CFF9046300D9,"St MARTIN (PA206)","雲滙 (PA206)",22.429805,114.203323,"https://www.google.com/maps?q=22.429805,114.203323"
33ABA49F0E91A247,"St MARTIN (PA209)","雲滙 (PA209)",22.429805,114.203323,"https://www.google.com/maps?q=22.429805,114.203323"
07AB149DAD888683,"St MARTIN (PA207)","雲滙 (PA207)",22.429805,114.203323,"https://www.google.com/maps?q=22.429805,114.203323"
4A0ECA0D5AA4CB7E,"St MARTIN (PA208)","雲滙 (PA208)",22.429805,114.203323,"https://www.google.com/maps?q=22.429805,114.203323"
3A7AC3A5F9530786,"CHONG SAN ROAD (PA210)","創新路 (PA210)",22.428649,114.204981,"https://www.google.com/maps?q=22.428649,114.204981"
023E9E5A9E073E1A,"CHONG SAN ROAD (PA211)","創新路 (PA211)",22.428649,114.204981,"https://www.google.com/maps?q=22.428649,114.204981"
B34F59A0270AEDA4,"CHONG SAN ROAD (PA212)","創新路 (PA212)",22.428263,114.205613,"https://www.google.com/maps?q=22.428263,114.205613"
437CE05BCFE6248C,"CHONG SAN ROAD (PA213)","創新路 (PA213)",22.428901,114.204693,"https://www.google.com/maps?q=22.428901,114.204693"
